date,close,high,low,open,volume,ticker
1993-07-27 00:00:00+00:00,25.6146328186,25.6680423562,25.5255409219,25.6502581772,92800,SPY
1993-07-28 00:00:00+00:00,25.5611662804,25.6146328186,25.5255409219,25.5611662804,30800,SPY
1993-07-29 00:00:00+00:00,25.7036677147,25.7749184319,25.57900746,25.6146328186,331000,SPY
1993-07-30 00:00:00+00:00,25.5611662804,25.7036677147,25.5255409219,25.7036677147,75300,SPY
1993-08-02 00:00:00+00:00,25.6324169976,25.7215088943,25.596791639,25.596791639,41300,SPY
1993-08-03 00:00:00+00:00,25.6502581772,25.7571342529,25.5611662804,25.6858835357,81600,SPY
1993-08-04 00:00:00+00:00,25.6502581772,25.7036677147,25.57900746,25.6502581772,434000,SPY
1993-08-05 00:00:00+00:00,25.596791639,25.6502581772,25.5611662804,25.6502581772,36800,SPY
1993-08-06 00:00:00+00:00,25.6324169976,25.6858835357,25.596791639,25.6680423562,402300,SPY
1993-08-09 00:00:00+00:00,25.7749184319,25.8461691491,25.6502581772,25.7036677147,828200,SPY
1993-08-10 00:00:00+00:00,25.7571342529,25.7749184319,25.7215088943,25.7571342529,604900,SPY
1993-08-11 00:00:00+00:00,25.7571342529,25.8283849701,25.7392930733,25.7392930733,542200,SPY
1993-08-12 00:00:00+00:00,25.6858835357,25.8283849701,25.596791639,25.8283849701,303700,SPY
1993-08-13 00:00:00+00:00,25.7215088943,25.7392930733,25.7036677147,25.7036677147,103500,SPY
1993-08-16 00:00:00+00:00,25.8640103286,25.9352610458,25.7392930733,25.7392930733,241800,SPY
1993-08-17 00:00:00+00:00,25.9530452248,25.9530452248,25.8461691491,25.8461691491,369300,SPY
1993-08-18 00:00:00+00:00,26.0955466591,26.1490131973,26.024295942,26.0421371215,414300,SPY
1993-08-19 00:00:00+00:00,26.0955466591,26.1133878387,26.0599213005,26.1133878387,28500,SPY
1993-08-20 00:00:00+00:00,26.1133878387,26.1133878387,26.024295942,26.0421371215,80700,SPY
1993-08-23 00:00:00+00:00,26.0599213005,26.0777624801,26.006511763,26.006511763,15600,SPY
1993-08-24 00:00:00+00:00,26.3449241692,26.3449241692,26.0599213005,26.0599213005,273400,SPY
1993-08-25 00:00:00+00:00,26.3627653488,26.4696414245,26.3092988106,26.3449241692,242300,SPY
1993-08-26 00:00:00+00:00,26.3805495278,26.5230509621,26.273673452,26.3805495278,120000,SPY
1993-08-27 00:00:00+00:00,26.3627653488,26.3627653488,26.3092988106,26.3092988106,25700,SPY
1993-08-30 00:00:00+00:00,26.4696414245,26.5052667831,26.3805495278,26.3805495278,183500,SPY
1993-08-31 00:00:00+00:00,26.5408921417,26.5408921417,26.4161748863,26.4518002449,66500,SPY
1993-09-01 00:00:00+00:00,26.5052667831,26.5586763207,26.4518002449,26.4518002449,136500,SPY
1993-09-02 00:00:00+00:00,26.4161748863,26.5586763207,26.3983907073,26.5230509621,472400,SPY
1993-09-03 00:00:00+00:00,26.4340160659,26.4696414245,26.3627653488,26.3983907073,630500,SPY
1993-09-07 00:00:00+00:00,26.255889273,26.4696414245,26.2202639144,26.4340160659,196400,SPY
1993-09-08 00:00:00+00:00,26.1667973763,26.255889273,25.9886705834,26.255889273,269900,SPY
1993-09-09 00:00:00+00:00,26.2202639144,26.2380480934,26.0599213005,26.0599213005,239200,SPY
1993-09-10 00:00:00+00:00,26.4518002449,26.4696414245,26.255889273,26.2915146316,106500,SPY
1993-09-13 00:00:00+00:00,26.4696414245,26.5408921417,26.4696414245,26.5408921417,66900,SPY
1993-09-14 00:00:00+00:00,26.3627653488,26.3983907073,26.273673452,26.3983907073,184500,SPY
1993-09-15 00:00:00+00:00,26.4340160659,26.4518002449,26.1667973763,26.255889273,101000,SPY
1993-09-16 00:00:00+00:00,26.3271399902,26.4161748863,26.3092988106,26.3983907073,54300,SPY
1993-09-17 00:00:00+00:00,26.2765160706,26.3302592533,26.2406681633,26.312363978,200900,SPY
1993-09-20 00:00:00+00:00,26.0614286267,26.3661071606,26.0614286267,26.312363978,57800,SPY
1993-09-21 00:00:00+00:00,25.97178018,26.1331244413,25.7029495534,26.097276534,318200,SPY
1993-09-22 00:00:00+00:00,26.186867624,26.2227155313,26.0255807193,26.0614286267,439700,SPY
1993-09-23 00:00:00+00:00,26.3302592533,26.3482118853,26.2227155313,26.2585634386,88500,SPY
1993-09-24 00:00:00+00:00,26.2585634386,26.312363978,26.2227155313,26.294411346,53500,SPY
1993-09-27 00:00:00+00:00,26.5453466973,26.5453466973,26.4557556073,26.4557556073,274600,SPY
1993-09-28 00:00:00+00:00,26.4916035146,26.5632993292,26.4736508826,26.5632993292,158300,SPY
1993-09-29 00:00:00+00:00,26.4019550679,26.5632993292,26.3661071606,26.4916035146,221000,SPY
1993-09-30 00:00:00+00:00,26.3482118853,26.4557556073,26.294411346,26.4019550679,99300,SPY
1993-10-01 00:00:00+00:00,26.4736508826,26.5094987899,26.2765160706,26.312363978,22700,SPY
1993-10-04 00:00:00+00:00,26.5094987899,26.5094987899,26.4378029753,26.5094987899,1038500,SPY
1993-10-05 00:00:00+00:00,26.4736508826,26.5632993292,26.3840597926,26.5632993292,436500,SPY
1993-10-06 00:00:00+00:00,26.4557556073,26.5991472366,26.4557556073,26.4916035146,209200,SPY
1993-10-07 00:00:00+00:00,26.3840597926,26.4916035146,26.3661071606,26.4916035146,59400,SPY
1993-10-08 00:00:00+00:00,26.4199076999,26.4736508826,26.2227155313,26.4557556073,54400,SPY
1993-10-11 00:00:00+00:00,26.4736508826,26.5274514219,26.4736508826,26.4736508826,467100,SPY
1993-10-12 00:00:00+00:00,26.5094987899,26.5274514219,26.4916035146,26.5094987899,26200,SPY
1993-10-13 00:00:00+00:00,26.5094987899,26.5274514219,26.4736508826,26.5274514219,139100,SPY
1993-10-14 00:00:00+00:00,26.8500825879,26.8500825879,26.5453466973,26.6170425119,108100,SPY
1993-10-15 00:00:00+00:00,26.9934742172,27.0472173998,26.9038257705,26.9755215852,1502500,SPY
1993-10-18 00:00:00+00:00,26.9217784025,26.9755215852,26.8859304952,26.9755215852,722400,SPY
1993-10-19 00:00:00+00:00,26.7245862339,26.9396736779,26.7245862339,26.8859304952,880100,SPY
1993-10-20 00:00:00+00:00,26.7604341412,26.8142346805,26.7066909586,26.8142346805,230400,SPY
1993-10-21 00:00:00+00:00,26.7245862339,26.7783867732,26.6887383266,26.7783867732,56200,SPY
1993-10-22 00:00:00+00:00,26.5991472366,26.8679778632,26.5991472366,26.7604341412,390700,SPY
1993-10-25 00:00:00+00:00,26.6708430512,26.7066909586,26.5453466973,26.6170425119,114500,SPY
1993-10-26 00:00:00+00:00,26.6528904192,26.6708430512,26.5632993292,26.6528904192,186200,SPY
1993-10-27 00:00:00+00:00,26.6708430512,26.6887383266,26.6170425119,26.6170425119,118400,SPY
1993-10-28 00:00:00+00:00,26.8679778632,26.9396736779,26.7066909586,26.7066909586,129600,SPY
1993-10-29 00:00:00+00:00,26.8679778632,26.8859304952,26.8321299559,26.8500825879,80700,SPY
1993-11-01 00:00:00+00:00,26.9396736779,26.9576263098,26.8321299559,26.8321299559,36400,SPY
1993-11-02 00:00:00+00:00,26.9217784025,26.9576263098,26.7604341412,26.9038257705,262100,SPY
1993-11-03 00:00:00+00:00,26.5811946046,26.9038257705,26.4557556073,26.9038257705,479100,SPY
1993-11-04 00:00:00+00:00,26.294411346,26.5811946046,26.2765160706,26.5811946046,130400,SPY
1993-11-05 00:00:00+00:00,26.4199076999,26.4199076999,26.1151718093,26.2227155313,363200,SPY
1993-11-08 00:00:00+00:00,26.4557556073,26.5274514219,26.3661071606,26.4378029753,367600,SPY
1993-11-09 00:00:00+00:00,26.4736508826,26.6528904192,26.4557556073,26.6349951439,246900,SPY
1993-11-10 00:00:00+00:00,26.6708430512,26.6708430512,26.4019550679,26.4736508826,46500,SPY
1993-11-11 00:00:00+00:00,26.5991472366,26.7425388659,26.5811946046,26.6708430512,88900,SPY
1993-11-12 00:00:00+00:00,26.7245862339,26.8142346805,26.6349951439,26.6528904192,108200,SPY
1993-11-15 00:00:00+00:00,26.7066909586,26.7783867732,26.6349951439,26.7783867732,243300,SPY
1993-11-16 00:00:00+00:00,26.8321299559,26.8500825879,26.6528904192,26.7604341412,492600,SPY
1993-11-17 00:00:00+00:00,26.6887383266,26.8500825879,26.6170425119,26.8500825879,39600,SPY
1993-11-18 00:00:00+00:00,26.6170425119,26.7066909586,26.5453466973,26.6528904192,240800,SPY
1993-11-19 00:00:00+00:00,26.5632993292,26.5991472366,26.5094987899,26.5274514219,106000,SPY
1993-11-22 00:00:00+00:00,26.4019550679,26.5094987899,26.312363978,26.4916035146,165300,SPY
1993-11-23 00:00:00+00:00,26.5453466973,26.5632993292,26.4019550679,26.5453466973,89700,SPY
1993-11-24 00:00:00+00:00,26.6528904192,26.6708430512,26.5811946046,26.6170425119,77200,SPY
1993-11-26 00:00:00+00:00,26.6708430512,26.7245862339,26.6528904192,26.7245862339,1019800,SPY
1993-11-29 00:00:00+00:00,26.5632993292,26.7962820485,26.5632993292,26.7425388659,517500,SPY
1993-11-30 00:00:00+00:00,26.5811946046,26.7066909586,26.5274514219,26.5453466973,230000,SPY
1993-12-01 00:00:00+00:00,26.6170425119,26.7425388659,26.6170425119,26.7245862339,379200,SPY
1993-12-02 00:00:00+00:00,26.6887383266,26.7066909586,26.6170425119,26.6708430512,352000,SPY
1993-12-03 00:00:00+00:00,26.7962820485,26.7962820485,26.6708430512,26.6708430512,306000,SPY
1993-12-06 00:00:00+00:00,26.8859304952,26.9217784025,26.8321299559,26.8321299559,99500,SPY
1993-12-07 00:00:00+00:00,26.8679778632,26.9038257705,26.8321299559,26.8859304952,88800,SPY
1993-12-08 00:00:00+00:00,26.8679778632,26.8679778632,26.8321299559,26.8679778632,146700,SPY
1993-12-09 00:00:00+00:00,26.7783867732,26.9038257705,26.7425388659,26.8679778632,416500,SPY
1993-12-10 00:00:00+00:00,26.7245862339,26.7962820485,26.6708430512,26.7962820485,412900,SPY
1993-12-13 00:00:00+00:00,26.8859304952,26.8859304952,26.6887383266,26.7245862339,273200,SPY
1993-12-14 00:00:00+00:00,26.6887383266,26.9038257705,26.6887383266,26.9038257705,41900,SPY
1993-12-15 00:00:00+00:00,26.6528904192,26.7425388659,26.6528904192,26.7245862339,82600,SPY
1993-12-16 00:00:00+00:00,26.7425388659,26.7604341412,26.7066909586,26.7604341412,78200,SPY
1993-12-17 00:00:00+00:00,26.8714416314,26.8894473007,26.7632344839,26.7812401532,104700,SPY
1993-12-20 00:00:00+00:00,26.9075106806,26.9255163499,26.8353725822,26.8533782516,68800,SPY
1993-12-21 00:00:00+00:00,26.8173092024,26.8714416314,26.7812401532,26.8714416314,205700,SPY
1993-12-22 00:00:00+00:00,26.9976544483,27.0157178281,26.8353725822,26.8894473007,410300,SPY
1993-12-23 00:00:00+00:00,26.9796487789,27.0337234974,26.9435797297,26.9796487789,533800,SPY
1993-12-27 00:00:00+00:00,27.1239249756,27.1239249756,26.9796487789,26.9796487789,447100,SPY
1993-12-28 00:00:00+00:00,27.1779996941,27.1960630739,27.0878559264,27.1058615958,880600,SPY
1993-12-29 00:00:00+00:00,27.1419306449,27.2140687433,27.1239249756,27.1960630739,266700,SPY
1993-12-30 00:00:00+00:00,27.0337234974,27.1239249756,26.9796487789,27.1239249756,219900,SPY
1993-12-31 00:00:00+00:00,26.8894473007,27.1239249756,26.8714416314,27.0878559264,312900,SPY
1994-01-03 00:00:00+00:00,26.8173092024,26.9255163499,26.7812401532,26.8894473007,960900,SPY
1994-01-04 00:00:00+00:00,26.9255163499,26.9255163499,26.8173092024,26.8533782516,164300,SPY
1994-01-05 00:00:00+00:00,26.9796487789,26.9976544483,26.8533782516,26.9615853991,710900,SPY
1994-01-06 00:00:00+00:00,26.9796487789,27.0337234974,26.9435797297,27.0157178281,201000,SPY
1994-01-07 00:00:00+00:00,27.1419306449,27.1599940248,26.9615853991,27.0337234974,775500,SPY
1994-01-10 00:00:00+00:00,27.4665520875,27.4665520875,27.1058615958,27.1779996941,593700,SPY
1994-01-11 00:00:00+00:00,27.4124773689,27.4485464181,27.3222758908,27.4485464181,295200,SPY
1994-01-12 00:00:00+00:00,27.3222758908,27.4304830383,27.2321321231,27.4304830383,158400,SPY
1994-01-13 00:00:00+00:00,27.2501377924,27.3042702214,27.2140687433,27.2501377924,244300,SPY
1994-01-14 00:00:00+00:00,27.3583449399,27.4124773689,27.3403392706,27.3403392706,137200,SPY
1994-01-17 00:00:00+00:00,27.3583449399,27.3944139891,27.3042702214,27.3583449399,17700,SPY
1994-01-18 00:00:00+00:00,27.3944139891,27.4304830383,27.3403392706,27.3944139891,166400,SPY
1994-01-19 00:00:00+00:00,27.3222758908,27.3944139891,27.2682011723,27.3583449399,200800,SPY
1994-01-20 00:00:00+00:00,27.3944139891,27.4124773689,27.3403392706,27.3583449399,281100,SPY
1994-01-21 00:00:00+00:00,27.3403392706,27.4304830383,27.3222758908,27.4304830383,85600,SPY
1994-01-24 00:00:00+00:00,27.2321321231,27.4485464181,27.2321321231,27.3222758908,373800,SPY
1994-01-25 00:00:00+00:00,27.2321321231,27.2682011723,27.1779996941,27.2501377924,310400,SPY
1994-01-26 00:00:00+00:00,27.3042702214,27.3222758908,27.1960630739,27.2321321231,145100,SPY
1994-01-27 00:00:00+00:00,27.5567535656,27.5928226148,27.3222758908,27.3583449399,344500,SPY
1994-01-28 00:00:00+00:00,27.628891664,27.7190354316,27.628891664,27.6649607131,356500,SPY
1994-01-31 00:00:00+00:00,27.8272425792,27.8813750081,27.7010297623,27.7370988115,313800,SPY
1994-02-01 00:00:00+00:00,27.6829663825,27.79117353,27.6468973333,27.79117353,303600,SPY
1994-02-02 00:00:00+00:00,27.8633116283,27.8633116283,27.7551044808,27.7731678606,307600,SPY
1994-02-03 00:00:00+00:00,27.7370988115,27.8092369098,27.6468973333,27.8092369098,466100,SPY
1994-02-04 00:00:00+00:00,27.1058615958,27.7731678606,27.1058615958,27.7370988115,1403200,SPY
1994-02-07 00:00:00+00:00,27.2321321231,27.3042702214,27.0337234974,27.0337234974,516400,SPY
1994-02-08 00:00:00+00:00,27.2501377924,27.2862068416,27.1419306449,27.2862068416,188200,SPY
1994-02-09 00:00:00+00:00,27.3583449399,27.3764083198,27.2321321231,27.2682011723,144600,SPY
1994-02-10 00:00:00+00:00,27.1239249756,27.3583449399,27.1239249756,27.3403392706,883900,SPY
1994-02-11 00:00:00+00:00,27.2140687433,27.2862068416,27.0157178281,27.1419306449,519400,SPY
1994-02-14 00:00:00+00:00,27.2501377924,27.3403392706,27.1239249756,27.1599940248,2742100,SPY
1994-02-15 00:00:00+00:00,27.3944139891,27.4124773689,27.2682011723,27.3042702214,374700,SPY
1994-02-16 00:00:00+00:00,27.3764083198,27.4304830383,27.3222758908,27.4304830383,287600,SPY
1994-02-17 00:00:00+00:00,27.2140687433,27.5206845165,27.1419306449,27.5026211366,342400,SPY
1994-02-18 00:00:00+00:00,27.0517868772,27.2501377924,26.9796487789,27.2321321231,313300,SPY
1994-02-22 00:00:00+00:00,27.3222758908,27.3222758908,27.1239249756,27.1239249756,154500,SPY
